date,district,headline,source,url,year
2025-10-01,Crime,"Crime cases against kids, Dalits on rise in Tamil Nadu, show NCRB data - The New Indian Express",The New Indian Express,https://news.google.com/rss/articles/CBMiywFBVV95cUxOT3NsTGlGZDhkVFBaM3dURVBtX0lRYUI2Z0IxeHlJWWgyNzRVQ1F3SWUxWlN5S0gxRnYxVGJ4Rjg1YjEzV0pHMFdmLW5reE9raXcwZVhWY202cmxxelVNanBpRGpUemh0ZlphczVZeExOS1pXV3puWHppeVFvZDBRckRwRGlRcERta2dfcVVueWtGZVlieGdBMmtEenUyaFk2WE4zMDhQZUVpbW9SRV9qTXFjMVpqNmR4anpCS21PRWtGZlhiN2s2YWczUdIB2AFBVV95cUxOdU9xdUVJNmlmd05rSllyaWlkbmdMcVRENFh0dUxPbE9BOFBUU2wxN0lpdEpwbHdjazR1cm91WGJCVnNaTTY4dktiT05HdzhHYjZnQ01JcGt5Qlk5MmhRTmdjcHE1UVlqY3U5VWxGT2twOUVvNFJmd09MOFlCOTd6bmhWZWJnODdiYURLX3h1enpuTVFHQmJfYlgwc3NsbzFzVVJnbWI5WEpVb2ZVVDU3R0dDRkVBNDhUTk9STmNQSUdIMlNWVFJNa2VKaHZWWm5BczFmRnk2YTU?oc=5,2025
2025-07-30,Tamil,Tamil Nadu Dalit Techie Murder: Case Transferred To Crime Branch Amid Outrage - NDTV,NDTV,https://news.google.com/rss/articles/CBMiugFBVV95cUxOeVNOTzJoZGQwNFE5d2tlYjU0WXFwRTlQQWpOdFBCd0hpRUNSM2xyZDVRcDVadm5ZSkhHdkVMLTdSQ0NEdE9xSmx5SVU5NFBndmV2R0kyRzhfQUEwOHFMY2dhNzRuQjYwTlltU0ZPbG9KRVBYUGs4QmpHWFQ4VUdxbFN2ZVhzbXN6VkZyX1Y5U2lBT3lNY1hLNnVYSmc3QVA0SUg1RHNyVjBlRmJlVjctNU8wOGVOSUVUeEHSAcIBQVVfeXFMT3laTkcyWVdUXzd6R2JYUlNGTFFsUFQ4RXBENDMtbFI4ckpDLUdCb01CWDBsSUpLY3hPblFyMm83VjNaUVpiVlNPcGEwbWRDSk1wME1BcEt1WFFDSjlZRWd1UWZ1aEtHTkJpSERGVFRBUmdpSGREaDNEcVAyM3FWcU9zZkQxZDN0YjFBNzd0WDZuSlJvUUkxQmpPeTN0bGlqSnAyU3p3d2gwT2pSaXI2RHdlREpQSTBSaUk2TmlIRGNPRlE?oc=5,2025
2025-08-15,Tamil,"Is Tamil Nadu really unsafe for women, or is it just political misinformation? - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMi5gFBVV95cUxOS29ISmZOYkRuRjVRc1JaNXA4QjJoR1lGU1BkWTU4d0lrN0pBWW5CWElEaGhiYXN4dnkwMDduYkJybGgwOWVoWWxZNTU1dDJBZC10UWlkcFFGOWZZTlpMcUFxV2YwTzdDeTZwNFYxQUJZMGZPalNQSUViUnoxMzRwaVd6Y1E1cmEwN2oyV0kwWHFURGZRZFVDVzRSOHFlM3czdzdZV0hEUEV4eHlQT004ZVktaFNCMUo3bnVTWkV0V19fb0xpcmxJYlNMdk41aXBNS3JoZkxXNGpuX2lTM3VxVC10dGV5QdIB6wFBVV95cUxOYUlLZ3kzQU04Q3VJRHl4UngwQ2FHbUMyc3E5aDdlaE1iZGJCMUlEb3dCX2h0UVVoUVM2cHNibVB2ZUNoeF9GVlY5aUxVMDB2Y1lXbEsycUdES3l4WFlJNmNWSi1ETmt0NmlGYXFsdUtBamlGOVdtZ1N4SmdTZ0UtYVFvNjBZcnk3MktGMXBNM3dLRlNVUVhpTlBTWDZJM014aVNxTEJrVGotaHZJWmFGSVYtbm9FQzdoMUlBOTNib2hLcmVSWVRsTHJnMmMtSmZLc1pXM0trV0h6LXdFY0VDaVFOUWtudUdMZXl3?oc=5,2025
2025-12-20,Tamil,"A cobra, and a krait: Two brothers use snakes to kill father in Tamil Nadu - Deccan Herald",Deccan Herald,https://news.google.com/rss/articles/CBMixAFBVV95cUxOWHNBU3kzM3Z1WVE3UUtlZmJVSklkekN5VnFQMnd6ell1MHozS1lUVUJfTnc3cnN3VTMyTVRLM3dvY1FxZFBQXzZ5dU5nVW9RV25OVi1RdFNwbWQ0ZGVqMlpkSGdkUGlRWnk3eG5kbGt0UzQ5cHBGd1hJZ1FmNHd0RnlTb0JwU2pMaEEzcXBabldISU5DaVp1blpjdjBMZldobzZRVTZHZXVGODdzVXRlcmhvMUFKWXNXWDBfSmE0cndndU52?oc=5,2025
2025-05-15,Crime,Crime rate in Tamil Nadu has risen by over 50% this year: Nainar Nagenthran - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQY3BLMmhPTkoyQTlWbE52QmVnd19KMGhPS2ZIaG5HaVhSOXpNdW1TSnM5b0gzclpCSVR6RlVwN3ZTWDB5ZUpfVnYwdzUyaTh4YzM3Ukthd1pvenRiR2dGbHVzbENrbHl2T3YtM1NScWVCUFhNSmhkcVlBWl9UQWxJSlRYRXBjaFptSmhSUjEwdFlNdm4wVXhoWkpXQTBvMmQ1NmxqZlNnZ1NvZlk1VXpwSDJmd3ZpNkc5ODhpa2RWeG9BRVFybW1KeTgzenhReVVpazVfeGhWOFFDcmw2MGxpNXhFZmwyUdIB7AFBVV95cUxOQ0F5VVJJd1BUZHVCYVdmT3RCOVVEWkRSTkJBeHdKbTh1WHFNa0xia1hqcEJZWkpTdXFVd0stbTRqUldKWnV5NU9SRDBWc0ZSTEVQVlBuNUduUzhkak5YMEpmWUtZN2hycF8ydEQ2alRUUEpablg2VlE4bDFYZjlXV2FBbTI4V0MtTENQNGFiY2ljLXNzcXA1MldwOEY2SWltT2NDNVJQV29CeHkyYkRDeURJRDFZSTJ4OGl1VWpxTkdKMmRFaU5CUmNjMkNUb1JPRllZTV83OVVJYlVQU0N4NUVnajN0aWVVS0oyTQ?oc=5,2025
2025-10-01,Times,TN reports 4th highest no. of crimes against senior citizens - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMizwFBVV95cUxOeXA3UExneHl4c0NkNDRzYmx1SjZHWHdNTzFLX2w4UTd1VENFbFdhT1ZQdWptaWhXRlBhbnRQTmVPUGVTWTdvYWhxWVRTUVFOTlVBeS1VVVdSR2VlbVVhcWxkajJuQ0lTbXViS05GeEVmSThUUmNVMVZSNWs1UTRrX2dqSFJOTUN4bjYwRDlaS3Nob0Mwc2hXcFRpa3FMZTZHN1JvcEJRd0hOZlIwNEJUNEhxSmYtYVVETEx3bzRMN3BtdENaYU1mYXkwaVFwczjSAdQBQVVfeXFMTXdNMnZSU1Z0cjZFSXR3TktQd3FPclo0MnE1SG1VS0J4ZEdSZ3V5ZDFocGlQOGFyRkUzM1VEa2l6bmlRTEM5cWtRd1p4VG00NjQ5QmdIYzh3NmUzeTlfeTZQNUZma1JrcnNOZ0o2TXl1SmRtci1xYmdsM0Foc3pFQkdlcFQtZUFON3dCaXJON0VTdXBjLUFnT3RoUlRPR0RER211SDNYSE9YWVViak5rdkxWRlNVa3ZSTHZBbko1SlR2cm1XbWJIeVBuTklzdWc5VXBiUjc?oc=5,2025
2025-05-10,Cyber,Cyber Crime Wing of T.N. police issues alert against phishing links disguised as news on Operation Sindoor - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMihAJBVV95cUxQZWI3UVVQUFVWT0FXODFKYTRLdU9vd0k3emgxTGw3UVpVX0gwSkRhY3V2SHNaWkFQdFRDYnkzOFNZM2tZUjNTUzAtekhOTkVjUE9Bd21namhlem9BRFFhR3NXV0UwREptOXFYcW1ueHNnWEJRdF9IcmNuek44LWozZkk0MlJkdXZETm1oNE9NU3d4TjAyOVAyd242QkZoZGlhS1BZRlRXb0ZXRmJUR05vQXZSOEkyRTZ3cmRPVkZOYW5DUjhzbk5vQmtVNzl6ZldwdFJEbFcyNGVCbzBFcVJsX0RVRndTUV9DQzlHc1JlcWtRNm1Rb0U1T05NR0xvck1YTkVkbdIBiwJBVV95cUxNaFVXdEJ6UVVoaWFOdUx6UjFFNXc0Nkl1U05xWlBNMmg5YkJtV1VHd0dHYTFLdllnZFByVmNVQUhVV2pZYVNha1FJaHRmLVVTdTJvbndjNFNvZ3J2YmFXRWlxNWNWZUViUURqd3EyVHpHc2tWUXRSUTZ6MW1DRWFVcEUxdnNJMW5qRnY4M3A0SHAyd0hqRVQtbm9nSXNFdnl1QmxHUmV5R1NHRFNwcE9lQmlFdXpEWWhjNjM2bk0yVGt0SU56Qzhhbi12NWRDZ0tyV1Q2TllEYnVJWWZ5VS1BR2liV0E4dmNUaWxvcEEtdFlad0FUWF9icDRaQmp3U1MwRHdYMVdDNUlwQmM?oc=5,2025
2025-10-13,Data:,2023 NCRB Data: Tamil Nadu Sees Decline in Violent Crimes and Increased Public Trust in Policing - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMi-AFBVV95cUxPSnVIUk5rUTRwUTU4NG9BN0h3S0ZSLWl5cmdYQ0QyZjVFRktNZEZwQUZCVFRNVnBCY0xmRGZzNmt6THJwZXdCWG8zdXhybmJqODUzUTZxcl9Xb0tCRFFiMnlTb2doTUEyRlgzcElJRFExSHV4U29mTVlKTWpEdV9Fc3Z2bUZDb01LQ1lQcUVWLUlrVFlZejZRY19BTUY2MXBHdU42QzljZnF4NmlJNkJ1LVN1TENBNHdkcTdiQWhPblNfbGlfZ2RjbTNuVnZRalpSZkpNYWZrRWRoN3pSMVRheGJvYU9KejZBZFY1b2xqV2wtaE5CeUV4QdIB_gFBVV95cUxOSEEyc2hHSjl3akFUcnRTV0QzS05sbC1GaEREdG40QmF6UFozQU4wVG9tV1ZNWG9mN3RTQnNRLU5PdktLeUZLRjRYQlQtY08tR05QSzRfXzlrWEVweE80QnN6cHN1eXk2MlNLM2dFNjhNZ1FHcDREd0pyM3NWNXhjaGliODgwMjZ4MTRNa2tsR3dIOUpqbVRCRDF3eEZ0dHR3NmFMenkzdm13VlBGRUdYcnJMNkg3UzQ1ZjdhZ0NXWW14cTY4amdUVl92QWpCQkFZSjRid0dBeGotcTNqR1JtYVN2cUUxRjZLWWE4eFdqX1ZDZVBIT1RoeUtGY2tsQQ?oc=5,2025
2025-08-13,Tamil,"Tamil Nadu launches forests, wildlife crime management system ‘HAWK’ - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMizgFBVV95cUxNZi1wR2h1cVhjVlhjN18wN0s5dzFqbXpjYjJpTXZJVnktRWdOT3R6NGFGV1pzSWZzM3FyaDN4dGRRM1dxTmJibFdSWVc5Z2pBOGFqSlRfYjFfbkE4dGFMdTN4dGVVdGpzZGhMOFR5Mjc3OWhTZk9XT1h3c1RfWkhMOHNzVWNSdFpUOThaZ3BRTlNqWk1DcjZwSFV3bERoVEhmQUhMMUNhb281cWZUNTdpZFpxa2NQaXU4QjB2MWFDbmpnY3hzTndJUmVfTF9fQdIB1AFBVV95cUxOd1ZHN19GUi03QWlVY0ZYeVk2TkItcTRlSTR2cHU4eG83bFlTRWs0MTZIMHY5YVJhYXJGMW1pT0ZabldsOWdoTUxURmVpUnJSd19HVnlUeWRTZzh4RkU5R1VTcGJSZHRmMmU0T2M2cVNkWUtPYzM4TnJWRlJYdDlxWXVCd3JueVpPdUxJblR1REwwVVFacGo3Tm8zNDQxN1J4V2RScXJtaDl5Nng4dDRxc2lRZEhLYzlRZFhuNzRfWmlxMkdWQTRZV1JhaUtyU3plN0J2Ug?oc=5,2025
2025-11-07,Tamil,NGO study reveals 40 % rise in crimes against women in Tamil Nadu; SC/ST are worst sufferers - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNZVVGWldvbU9XWVB4dkpTV1hQTGJCNmktZ1RMRXpULVcwNnZDQ3pZSW80TDdjUG5yYmt0SGpmVXJjMHBMa21yNTk2NE9QdW5HSlR5eVRKUEJTWDIzS3d0NTVOSzNVc2FZWjdXbXlJSk1DRXRMcHBzUGxVeHlzWU5yVlNoVzJnQVI4TDlwbFN5QkxpVVR0TFdaVFJPMk83ZlBQaGIxaDF5bHBCQW5vWVVVam41ZmpFeXpjLWU1X3VIY0Jlb1RVRDVPMlE5R3FQT3ZRblhseEtIVERGVXFRWklnWmZRa29KRDcy0gHvAUFVX3lxTE82RnJjcUJGLWNQQkZ2RHUyMVZvSmxyeGZXc2ZtTkFMZVhvbWYtY01ZMzN2REFtOURFaUpxaXM1MXNFdXdpTkNlNjhlSnlWTnk0ckg2MFZWYkhyVXVLUGxwdHdaTmJUOFpueFRRTGhZNjY3WGt2MDB4eUZ5b08tck9pWVZKdzR2WFYtZ2FqbXVSbHNzMmswMU1UN0hFUDBNMnM2a2puYVVINnJRQ1gxUTBMMDBELXpHRXcwVEFGVTZvblUyQl92LVg1b3pibThwVkp0TTlHNzJybGI5S0tMVUpPMEZranViU1BaWUtVaXk0?oc=5,2025
2025-06-30,Those,"Those committing crimes in Tamil Nadu will be punished regardless of status, says Chief Minister M.K. Stalin - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOaHN4NUVNWE00N0pyVE9ubjJabEp1UXF5elVjTTFHb1lNNllkV2wteVJ3QV9nTDBZVDV3MXdaNDg0MUJmazhvYmwtMHAwcVNpaTBfMTJBWFphM3RlY2tETTRoMUk4UFZwaEtFM3lpRHBzNUFtU3BJMjMwQ0xTcnI2a2ZaUk95eGFROTY5cXFobkFHeVh1b0hacGxnX1dtemxUalZxdXRmdFlfTGJ3LTlBLTRpdXNjd0owVV92WmtkSU0yZUJ3d1VUT1daMkhEQlZTM2tldUlKS0V1SWtBVlM4VnRrU1o3UlpRcEHSAfABQVVfeXFMTzdlN2l2Z2VVWWNJMnIwUHRuWHVfX3J5NjIxUE8yLUZ2S0dKME5WSHJZWGFPRFpPVEpLNlYyU1pGZ2VzTnVsRmFOOGNlY2gwQXBsYkVnZXUzT29lempVU0U1QlAwV2J6bjg5YllCcUYtTzZ2MFF5N3Y5S1FkcnZpekw1LWY1NnhXSXdiSjlGOUpRNld2LWRyLWRwVXFBdnRIOG4wR1BIa3IzV0wwTGpxblVTVkU0S3ptcUtLaXg2eWhFRGpoWTdqTktqdWl1bDMwZW9BeGVleHBwRVlzQmdfdnpWRWxzTW8telZ0cGZWU19D?oc=5,2025
2025-12-31,Cyber,"T.N. Cyber Crime Wing rescues 1,212 potential victims of cyber crime - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMiygFBVV95cUxQVW52WGFsTlJhRHFOSWtJbWpVb05WYVdNbmgxaDBCcUg4UVJjckt2Q1VJNG5yZXNadUY4a3lsTGtzWEN2YjhBMWxiWlQ1Ny1qWThjWWJBZ2pCcmhWczlBU3RGT2lFVWFZRm1ZejI4RUJVMVk0RGFyNG1EWWpCQXRPclRicWF5UnRkWWlNZEpGZUw4UFM1VWpUVl9paEU5Mm9tdmZ5WmpZdXdIOVczRDZBVW1Ca3J3UWR2QU44ZWNZM21QUDN2QWU1cWlB0gHQAUFVX3lxTE9meFZMemFkZjVlYWNmdDFjRjBXcTlTaFNuREpLdXhOVVRJek5WUjItdmpFR2xVbVdNUWJ4WFVPUHRCeFduVEFPLUVlaWl3dXdRLVU2QXVkaHVLazFQNUJXR3lmaVhZVUhwNWdTbThvWUdzdlBVNjM3X1dld0h1NGQ4cTlsOXBMdVJIU0FZOWEzV08xX2ZuQlBETlBPTmpweU9vcU1tMGhDRXhJQlNLMDFhS3N0R2lHLWR6ZUVWZEZvTFdMYkQyZlgzV0dwMU4wT1U?oc=5,2025
2025-07-18,Tamil,"Now, FIR can be registered in any police station in Tamil Nadu even for crimes outside jurisdiction - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPLUJMR3drVDIzbGZTMHRwR0NSNmVCVVZOWUs4aWZITGdQT19XOUtqT0RRWkI4YTZPZVFGZi0ycDRSeVdWVHBmcU4yV0xEOHUwN0NiME12dnFNWE5SZ05yeWpLWEplYzVSMVliRG1vc3VuZmJOUlBpNFUyUWNJendXeGpCeEJPTmFsUGF1ZEZJR281M1pJVEN6VVZoaFNhaEt1ZFhlU1hBMzktR25hWDNYZldXSVJ5OHByUm9YZjZFVlY1NjluTlRqcVJ1eXJCZXFPVWhyYjV1Q2h2b3FzUFVjQ0ZhWlFvdmpNRktlZWJQZ2dsQdIB-AFBVV95cUxPbnhQVWdabTNiM3pLS19GQkVZUVhsTTA5ZGsyTjkzVnhLOFp0LWxHRjA3X3dzeXNOcjBOZ09kWWZWZTdEbER0VWpvX0VUOTFnUEg4VWhkT1BkY1FBaFFaMlZSUTdycXBaWEVwRDhJbkdZbGU0dkdoR1A1dUtiT2pHYXd4NWtWaXNWbS1faUY2WFRWLXFvbW1PVlVna3FtX2NyRlBRa2wyMmhYZ2JlaWVnbnl0eEdJdlRZYzB5NW93SHpIdlBUUkZEd1UzTXZPaWZGSDVNRkJSS3ZZWDRIRExnZ2RtdFhBSjZVbHoydnE1RWNhaXpKSG9obg?oc=5,2025
2025-10-06,Tamil,Tamil Nadu cybercrime police bust SIM box network - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQYS15RkszazQ3WldzSGF5bUxGeTRNY1pxMzFwQjJlU0ExQWpiVG5fN2xYZzJKS09jRmFaUFBrTVdwRmc0dHA1Umw4NVR4eDFzanB6SGp3ZVJtWkhnb3Q3aUVOS09zd2o5akZYNkhlN3pZVG1JWWxycU1JY29qa1lrdXNOeU1RMWpId1hRMkw4R3BBT2dkTUtZY1FOUmJhT2xURHZuVk5iZG5yMV9qcVhVS2JJSDNOSlJrNkJJ0gHCAUFVX3lxTFBIaUh3MzhfQVBNemRFX0luNzlqSHlTMnE1Mzl6MUo1WXdkYVdyc3dhemQ2Uk9RQ3NlRmNtQ3NOQ211WTRlNUxsQWRXQkNhQ2I0RTZBNzY3c0p3LUpvb1dtZlJsTWotSUVKWExpQUZlczNjLU5qa0pveGRZTmVxQThFSFZMNk1HM0VMcm1UNHFPT2tyUDczTy1XbC16YnZ5OE9UVlJCY1hUVUExdS1EeHFwN3RVUVcwTENDUW90cGRfS3h3?oc=5,2025
2025-10-14,Crimes,"Crimes against women, children, and the elderly on the rise in the State: Nainar Nagenthran - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi7wFBVV95cUxQRmV2Z2VranZhUTFNSmlPYlc1VklnZzVxbUxvOGlTandPY3Y1WlFLYXhJMUU1Z0NXam41UkhvcXdPblRKbk9NZDVFTjNRUFBha3J0Rm9CWjkzY21sdnphalpDMlRHamVlQnFULWlJV0I3YW0xU3MzMlFQR25LNUtoNHVSb0VLU2ZEV21iZktlbE1wNkZva0Mxc1dyQ2lveEY0LU9PUkhmZV9CbGVmenRqNS1MV3dWQ2pRcmtRWXpfWlFSZ244VlJwTVFnMGVveW95OERILUhPRWVYc1ZhaU13NUV6cFluaGNNX0xBcGdyWdIB9gFBVV95cUxPNnBBRjZ5cjdvUF9kNWI5SHF5SjllY2ZjZHNpQ285WFFHakZ1dDBkWFdQdmw0amRYaVdPeHNhaUd1cGllQ24xUkJLVzVQRXczMHBobnM1VDA2UVZnc01WR3BQUVc3SUcxaUl2SlZCU29NNmFhb2cwaExlaU5YckR2aldWbXF0ckk4elBxdzRJZkQ4N0RMREtFSzJ1b0ZsdHFjdmlrSzhFWVpFNjducm1HYXJDSkhxRmMxMnVBMFVOWHpJTlNqS1Q3NmtDXzNEWEc2LUJyd3BFTUpfdThBRlk2TmNPaWtkZlVtSjMyRWtBV1RlTEU3OXc?oc=5,2025
2025-10-02,Crimes,"Crimes against children increased by 61% under DMK rule, alleges Anbumani - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQVFBCd2ZCaUZmTkE5V3o5a2lPbnlIMXptNU9NalZFdDlYRDhETmRXSVBiU2pIMzdYZGc5a2hvVGR6TzhwTWN6RXhXdGNaZktacTFmaTU2MVV4VmhGb3RlQjdEazZpejVpRklVZUtrUUtTMzZXd1czVGJWeXhPZC1BNVdKM1hHdUxQYjVfNUNfRmVjeGt0TGk5V2ZPaXhSNl85STdNRU9KemwyVS1QUVZuaEhwT2tlNmNnUmd1ekVXei1rd08zVUlGcGRvR28wemZJUmFWZHhaYjHSAd8BQVVfeXFMUDdHY3B4UUItb1VmakVWU3BNVk1HNzB5LTJLTUtsUUhlb3RBTWlxbGhOV0lIY296Vk84RkJlSC1TM1NIcmNKUFhKa1FQVUtrYldyR19RNUE3bG03YnpxcEtUWHVEcGxiTjNfX2t6RXNUemJOcy1XakxUcjdJR2gyUjFsNGQwYlNFRzl6Sy1MZTFqZW10V0Rzb0drMk9IbkVqd0dSUTZ6ZGxpNjFhbW1ROWhmSzlfb0E1OVZNNGFuSEFkMEJLVW1XN0dFcjhudVdMOFlPVktxalJpVXlVR3JHdw?oc=5,2025
2025-08-22,Tamil,Tamil Nadu among States tough on drug trade: DGP Shankar Jiwal - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMixgFBVV95cUxOOFJxMDExNVl4N1A4MlFnQk41azhMdkdMdEs3U2RXLWl3MUlTUXZRTFpSVnJrSjEtQkNnOGFpOHZ5dnBlQlY3SDNDWHpwUGFrOXRSaUdENVA3THVDRGhTV2dBVkRjcXlYS1BCcGR4YU04UlhMVVNMRXhZdFpzSU15Z3QyeXlIbG9DSUo3Q2Etc1RxRzRUaXR5Mzh0cnQ2T1lsUTFuWnU5aXdzUldsZFpINXVwVUJhXzZNY05aOVRwa0ZrbHRMdGfSAcwBQVVfeXFMT0RuRi1PeU5XZDZqdWdad3NvZV9lVUhrb09RMGV3b0phOXVhaEgtS0g1OG56dUdsMVdSbkdFejk1THh3SnpZYW1PSXRnWURZWmpTTjQ2UF9aU0R0aFVjVDdXbEZxTDRiU3dBdWxQcktUcW0tZDdVUWhoWU5MWDdpNkxVSGxyZHN6SWZPWWRtZENIZ1VzRzZITzRTZE9Sd0pMdmpERkR5bzI1NFE4ZlI5QkdJUUF0UXJ4Uml2X1piSDJxcERWM0M4MDdJeVJ3?oc=5,2025
2025-10-30,Cyber,Cyber thieves outpace banks’ response time in cybercrime cases in Tamil Nadu - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMixAFBVV95cUxONzd6eHdQX09KMlphcnV6OFAwdFJ6YnN6S3lnUW9ZZ0VjSmMyMU5kanQyRWZKblJfTlBnTk9xVWNPVTF5T0pweFM0dkFGblhsWjRZZjdrR0V1aEhmSURYWExNdmRZaGtiX19Ldjh6X1cyN1o0TTZEUUl1b3FrVjVTSEF2ODdLUXJBZ1JaenA0R1VnOEpDRXh1SG1sVGFfNWNtQU1UUE83YXFjY3g4QllPbEsyZEFWQkx0azNEdnFnU0dHbEph0gHLAUFVX3lxTFBXWVZhbWp1QWs2X09JN29hN3UzYXFycHlkam1kQVVQS09XLW9UVlZWa3dWVnc2dXRtUkcyMkRhSjhhZmc1dGprV3QxbnIwN0JpTjlHTkNITC1Zekx5amwtNEs1aVJZMWVZZktiLTlIZFdOQUxkZ2hQbXVIRmd4UEU5T1FGQTNVNG5pclB6anE3SWVVaUZtTlZxR25oRjdwYzZ3eEUtU0QxQ2IzOWtadjBIdmdGZm5IaWlKWHpsVlNzZWhacDBHUHcyZzI4?oc=5,2025
2025-11-19,Political,Political disempowerment of Dalits in T.N. is cause of rise in atrocities: VCK leader - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMihgJBVV95cUxNRGZIc0VyTHd0cFdSSHItbWZ6ckd4M3RQZmZBMEk5ZVl0bWRVclVjNjJTenNqMWNqUGY2blRtckVvT0FNWkVCZ2c3LWxSU0FVUUxEODVxLVAyNzBTRUMzRXV6czFYZFZ2VXlXYTZXY1RDQUQ3R0xmZ3JuUUtmeTZzYVc4YzdENXJjUDFTVVdFWlhTcFlZekFHR2tWeVh5SFpLZng5QVRzUk4zZzhxRWZFWUVhNDJCel9MTVROSFoySHRWMXJJeDJBOGVTX3loZ0ZCeHZvVkVpMVZXODlmaWsxcUZBaUFoWUxIbXBwZkpXSmM2Ujc3My1SczFkQzJvZXo2UG43d2l30gGMAkFVX3lxTFBEZEMzRmZ4NmE5bU1CSDJVSW9XaXp3QU8zcU56aDdwN3piRHByZkRkSHpVbm5sWHhCRXp0XzM3VEpyTGFNNHNoRUlTSWkxeHZZUld1X0FtM3R1MjAtR1pNVkY0VW40S3RqNVNocGpkMElHY0pPSkZUaExLWGZOWkFaV2lrQ3lsSFR1RmtzTzc1WDlvV05IUzVEWFRCOGFseDE5MTZDeWVNTzFvSkZCYWl3VGZ0Ym1qN2J5cXI5Z1hsTHphWFozbXNTWm5DYmZfOWNpSFF3Wk5weTY0b0N1ZmNmbk1UNHJHN0Nhck9qNVdTeGE5b2FLV0JxOXhEZlZicG11bTJPLU56QlJ0am4?oc=5,2025
2025-10-31,Tamil,"ED, Tamil Nadu Police find themselves at loggerheads over registering FIRs - The Hindu",The Hindu,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPOW5IRlZDSkpSTlc4OTdnNDNwUUFpM3E0MXZLN0FzRldrTWpoSGhaWkxZNmN6QnhUQmFZclR0emRLLVlTYV9VbnpIVE5XdVp4eHVTS2NqU0FUNGdnNmkzY21PcVJ2SG9rdUJLMzNLbFNMOTVJaUY0SmFKLVcxMzZxUnhEM0hBUmZBRF9BRDc2UHNSamtZU2lva2NJMVN0dU5aRU50YnRBMXphYVJXSjdhdEN2MDFySGRDRVh2ajF1bi13cGJiT010SXJvd2lQWTlFRGRqVm9wdGZXc03SAeIBQVVfeXFMUFZMYlZuZEt6TkkyX2ZIQzAwM0dDYXZ3VjZOVGZucFFrWjlDdlV5QW11XzI4REFqc013UDN1LWF6OTlLdjlIWXVBSHpIZnRKa3BOazVwSS11dGZWdlB6RGFaeDA5TmhxTzNOS1gyZERManVpQjZiZ1R0NXNkajBELUVkcF82RjZ3OF93Rk1KV0FXcEJxQWZGa1JoXzMyZVZZSGFTbDRjUzdBdXFONlU0UGFCWTFtWlZtOGQwVnJISW55QXE4WXhSNTB6VTZZTS1Nb0JyOGJlTXhjWmpYNUpTOTFIUQ?oc=5,2025
2025-04-30,Supreme,"Supreme Court upholds ₹2 lakh penalty on TN police inspector for not registering FIR, using abusive language - Bar and Bench",Bar and Bench,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNR0xMLVFnZ1R5UjdvVW1mclptYzNVR3dkN1MtM1VvWnBPN0FhbnoyamlRSDV5TDBQaWlUNTI2QkNPdk5kbFhMVWFuWGFDUmJGZjNzTnF2dnNhZDhsMDRnSlAwcUd2MC1fTnRZMHlzbXNFajJLa1VPYlFRcjV5NVVyWHJIdUxGNTBEQkVmNm00dXhOSGlDZ19OVmh0V2NlWlNMbldGNnluQ2FyUGp1X1BydW1UMk9FeFIwU093ejdCT1RMWDJETUtqUU4wXzdvSGtOOTFQVXBn?oc=5,2025
